sku_id,date,actual,forecast
SKU065,2025-12-07,155,150.87
SKU065,2025-12-14,106,137.96
SKU065,2025-12-21,173,155.26
SKU065,2025-12-28,141,140.76
SKU065,2026-01-04,50,143.5
SKU066,2025-10-19,84,143.41
SKU066,2025-10-26,108,142.13
SKU066,2025-11-02,162,117.39
SKU066,2025-11-09,103,140.58
SKU066,2025-11-16,138,141.63
SKU066,2025-11-23,169,141.76
SKU066,2025-11-30,167,138.82
SKU066,2025-12-07,118,133.72
SKU066,2025-12-14,173,141.6
SKU066,2025-12-21,129,138.02
SKU066,2025-12-28,120,142.34
SKU066,2026-01-04,84,133.83
SKU067,2025-10-19,117,139.57
SKU067,2025-10-26,109,139.64
SKU067,2025-11-02,184,147.62
SKU067,2025-11-09,99,134.76
SKU067,2025-11-16,112,144.09
SKU067,2025-11-23,98,141.34
SKU067,2025-11-30,134,117.2
SKU067,2025-12-07,119,147.88
SKU067,2025-12-14,140,135.05
SKU067,2025-12-21,117,139.08
SKU067,2025-12-28,128,138.12
SKU067,2026-01-04,53,142.94
SKU068,2025-10-19,84,135.43
SKU068,2025-10-26,149,125.4
SKU068,2025-11-02,146,146.0
SKU068,2025-11-09,134,126.59
SKU068,2025-11-16,159,145.84
SKU068,2025-11-23,184,140.98666666666665
SKU068,2025-11-30,107,146.09
SKU068,2025-12-07,115,153.42
SKU068,2025-12-14,121,128.15
SKU068,2025-12-21,95,146.35
SKU068,2025-12-28,133,143.81
SKU068,2026-01-04,55,134.18
SKU069,2025-10-19,177,143.46
SKU069,2025-10-26,162,140.36
SKU069,2025-11-02,166,145.62
SKU069,2025-11-09,84,141.68
SKU069,2025-11-16,116,144.54
SKU069,2025-11-23,143,135.94
SKU069,2025-11-30,125,134.06
SKU069,2025-12-07,128,148.76
SKU069,2025-12-14,95,147.61
SKU069,2025-12-21,128,143.85
SKU069,2025-12-28,129,136.09
SKU069,2026-01-04,80,145.3
SKU070,2025-10-19,119,138.63
SKU070,2025-10-26,144,144.36
SKU070,2025-11-02,152,147.4
SKU070,2025-11-09,138,140.97
SKU070,2025-11-16,123,138.84
SKU070,2025-11-23,135,143.06
SKU070,2025-11-30,142,148.11
SKU070,2025-12-07,178,140.22
SKU070,2025-12-14,162,127.71
SKU070,2025-12-21,183,154.43
SKU070,2025-12-28,119,135.4
SKU070,2026-01-04,58,138.76
SKU071,2025-10-19,169,150.9
SKU071,2025-10-26,114,148.72
SKU071,2025-11-02,144,130.6
SKU071,2025-11-09,175,151.28
SKU071,2025-11-16,117,142.6
SKU071,2025-11-23,124,138.64
SKU071,2025-11-30,160,141.4
SKU071,2025-12-07,165,144.32
SKU071,2025-12-14,138,141.08
SKU071,2025-12-21,124,131.61
SKU071,2025-12-28,142,140.01
SKU071,2026-01-04,80,145.23
SKU072,2025-10-19,121,129.23
SKU072,2025-10-26,100,140.74
SKU072,2025-11-02,151,155.27
SKU072,2025-11-09,146,140.44
SKU072,2025-11-16,89,142.45
SKU072,2025-11-23,102,142.9
SKU072,2025-11-30,123,147.99
SKU072,2025-12-07,167,134.98
SKU072,2025-12-14,158,147.43
SKU072,2025-12-21,147,151.18
SKU072,2025-12-28,180,139.86
SKU072,2026-01-04,66,144.42
SKU073,2025-10-19,164,126.26
SKU073,2025-10-26,127,134.47
SKU073,2025-11-02,147,121.79
SKU073,2025-11-09,115,140.74
SKU073,2025-11-16,132,143.01
SKU073,2025-11-23,150,136.93
SKU073,2025-11-30,160,141.33
SKU073,2025-12-07,128,153.47
SKU073,2025-12-14,145,144.83
SKU073,2025-12-21,118,143.43
SKU073,2025-12-28,157,135.35
SKU073,2026-01-04,38,144.57
SKU074,2025-10-19,134,140.25
SKU074,2025-10-26,137,153.79
SKU074,2025-11-02,149,148.91
SKU074,2025-11-09,141,145.29
SKU074,2025-11-16,137,135.42
SKU074,2025-11-23,137,143.7
SKU074,2025-11-30,155,149.82
SKU074,2025-12-07,134,134.97
SKU074,2025-12-14,129,129.62
SKU074,2025-12-21,159,143.22
SKU074,2025-12-28,121,126.27
SKU074,2026-01-04,48,131.875
SKU075,2025-10-19,147,137.91
SKU075,2025-10-26,171,151.43
SKU075,2025-11-02,133,133.1
SKU075,2025-11-09,177,136.24
SKU075,2025-11-16,205,140.16
SKU075,2025-11-23,142,141.06
SKU075,2025-11-30,137,132.98
SKU075,2025-12-07,133,140.67
SKU075,2025-12-14,145,133.6
SKU075,2025-12-21,141,137.84
SKU075,2025-12-28,135,137.59
SKU075,2026-01-04,52,138.79
SKU076,2025-10-19,115,140.69
SKU076,2025-10-26,133,146.47
SKU076,2025-11-02,126,145.99
SKU076,2025-11-09,98,144.01
SKU076,2025-11-16,110,141.29
SKU076,2025-11-23,137,135.28
SKU076,2025-11-30,84,143.31
SKU076,2025-12-07,152,133.03
SKU076,2025-12-14,140,146.4
SKU076,2025-12-21,115,148.32
SKU076,2025-12-28,208,152.86
SKU076,2026-01-04,78,142.32
SKU077,2025-10-19,144,139.18
SKU077,2025-10-26,115,146.23
SKU077,2025-11-02,144,143.89
SKU077,2025-11-09,151,144.79
SKU077,2025-11-16,122,141.64
SKU077,2025-11-23,120,134.19
SKU077,2025-11-30,137,144.91
SKU077,2025-12-07,138,131.07
SKU077,2025-12-14,162,135.82
SKU077,2025-12-21,136,131.77
SKU077,2025-12-28,138,142.04
SKU077,2026-01-04,76,149.15
SKU078,2025-10-19,150,140.58
SKU078,2025-10-26,192,154.3
SKU078,2025-11-02,147,141.75
SKU078,2025-11-09,158,146.11
SKU078,2025-11-16,164,134.0
SKU078,2025-11-23,135,143.23
SKU078,2025-11-30,122,144.7
SKU078,2025-12-07,126,135.42
SKU078,2025-12-14,139,144.78
SKU078,2025-12-21,126,143.19
SKU078,2025-12-28,117,136.58
SKU078,2026-01-04,87,139.97
SKU079,2025-10-19,136,131.13
SKU079,2025-10-26,134,145.66
SKU079,2025-11-02,159,140.28
SKU079,2025-11-09,174,130.12
SKU079,2025-11-16,151,136.89
SKU079,2025-11-23,166,153.69
SKU079,2025-11-30,169,141.12
SKU079,2025-12-07,135,136.24
SKU079,2025-12-14,137,139.01
SKU079,2025-12-21,110,149.43
SKU079,2025-12-28,118,138.4
SKU079,2026-01-04,56,144.08
SKU080,2025-10-19,147,139.01
SKU080,2025-10-26,81,144.2
SKU080,2025-11-02,134,132.04
SKU080,2025-11-09,122,143.62
SKU080,2025-11-16,79,145.44
SKU080,2025-11-23,153,129.26
SKU080,2025-11-30,187,148.66
SKU080,2025-12-07,139,141.66
SKU080,2025-12-14,150,143.0
SKU080,2025-12-21,188,134.22
SKU080,2025-12-28,158,138.09
SKU080,2026-01-04,59,137.89
SKU081,2025-10-19,157,136.86
SKU081,2025-10-26,153,134.87
SKU081,2025-11-02,131,134.87
SKU081,2025-11-09,156,147.54
SKU081,2025-11-16,157,133.88
SKU081,2025-11-23,170,149.28
SKU081,2025-11-30,129,131.27
SKU081,2025-12-07,120,140.03
SKU081,2025-12-14,178,140.33
SKU081,2025-12-21,119,133.08
SKU081,2025-12-28,133,142.75
SKU081,2026-01-04,51,150.31
SKU082,2025-10-19,173,137.54
SKU082,2025-10-26,163,141.88
SKU082,2025-11-02,163,151.96
SKU082,2025-11-09,151,141.19
SKU082,2025-11-16,164,133.7
SKU082,2025-11-23,152,151.23
SKU082,2025-11-30,105,136.9
SKU082,2025-12-07,98,144.37
SKU082,2025-12-14,125,136.03
SKU082,2025-12-21,152,145.35
SKU082,2025-12-28,153,142.52
SKU082,2026-01-04,67,138.07
SKU083,2025-10-19,166,139.84
SKU083,2025-10-26,142,147.69
SKU083,2025-11-02,164,134.48
SKU083,2025-11-09,153,142.0
SKU083,2025-11-16,110,139.91
SKU083,2025-11-23,135,149.07
SKU083,2025-11-30,166,143.49
SKU083,2025-12-07,110,133.69
SKU083,2025-12-14,143,136.72
SKU083,2025-12-21,130,134.85
SKU083,2025-12-28,146,138.92
SKU083,2026-01-04,54,146.9
SKU084,2025-10-19,127,139.9
SKU084,2025-10-26,157,141.48
SKU084,2025-11-02,130,139.07
SKU084,2025-11-09,106,135.17
SKU084,2025-11-16,128,134.2
SKU084,2025-11-23,141,144.65
SKU084,2025-11-30,124,130.7
SKU084,2025-12-07,90,138.76
SKU084,2025-12-14,139,142.89
SKU084,2025-12-21,127,138.31
SKU084,2025-12-28,143,136.21
SKU084,2026-01-04,74,134.46
SKU085,2025-10-19,90,145.79
SKU085,2025-10-26,139,142.56
SKU085,2025-11-02,125,144.75
SKU085,2025-11-09,139,144.66
SKU085,2025-11-16,149,139.55
SKU085,2025-11-23,105,127.13
SKU085,2025-11-30,123,147.81
SKU085,2025-12-07,144,133.21
SKU085,2025-12-14,152,140.03
SKU085,2025-12-21,175,134.14
SKU085,2025-12-28,170,135.74
SKU085,2026-01-04,53,136.61
SKU086,2025-10-19,157,144.0
SKU086,2025-10-26,92,134.02
SKU086,2025-11-02,133,140.09
SKU086,2025-11-09,120,145.8
SKU086,2025-11-16,158,141.15
SKU086,2025-11-23,157,141.8
SKU086,2025-11-30,141,143.56
SKU086,2025-12-07,155,133.35
SKU086,2025-12-14,140,144.7
SKU086,2025-12-21,144,138.13
SKU086,2025-12-28,124,150.19
SKU086,2026-01-04,45,152.65
SKU087,2025-10-19,149,130.74
SKU087,2025-10-26,166,134.27
SKU087,2025-11-02,157,141.8
SKU087,2025-11-09,149,131.02
SKU087,2025-11-16,98,150.54
SKU087,2025-11-23,128,145.21
SKU087,2025-11-30,131,139.3
SKU087,2025-12-07,158,135.09
SKU087,2025-12-14,182,131.57
SKU087,2025-12-21,142,135.48
SKU087,2025-12-28,128,134.18
SKU087,2026-01-04,87,132.67
SKU088,2025-10-19,140,133.9
SKU088,2025-10-26,138,140.6
SKU088,2025-11-02,146,138.74
SKU088,2025-11-09,136,137.14
SKU088,2025-11-16,139,150.68
SKU088,2025-11-23,142,138.75
SKU088,2025-11-30,109,137.55
SKU088,2025-12-07,165,133.4
SKU088,2025-12-14,154,139.97
SKU088,2025-12-21,165,150.7
SKU088,2025-12-28,160,144.21
SKU088,2026-01-04,82,136.59
SKU089,2025-10-19,137,136.92
SKU089,2025-10-26,189,139.13
SKU089,2025-11-02,164,133.78
SKU089,2025-11-09,122,142.88
SKU089,2025-11-16,166,134.76
SKU089,2025-11-23,141,138.49
SKU089,2025-11-30,168,148.37
SKU089,2025-12-07,135,130.39
SKU089,2025-12-14,155,140.37
SKU089,2025-12-21,130,152.64
SKU089,2025-12-28,100,134.455
SKU089,2026-01-04,65,145.72
SKU090,2025-10-19,168,137.9
SKU090,2025-10-26,158,140.4
SKU090,2025-11-02,150,154.85
SKU090,2025-11-09,174,140.27
SKU090,2025-11-16,131,130.19
SKU090,2025-11-23,80,138.65
SKU090,2025-11-30,128,147.07
SKU090,2025-12-07,152,148.45
SKU090,2025-12-14,83,153.6
SKU090,2025-12-21,155,139.33
SKU090,2025-12-28,132,142.54
SKU090,2026-01-04,57,138.39
SKU091,2025-10-19,169,134.29
SKU091,2025-10-26,128,140.72
SKU091,2025-11-02,178,142.39
SKU091,2025-11-09,111,136.67
SKU091,2025-11-16,144,137.46
SKU091,2025-11-23,130,153.41
SKU091,2025-11-30,169,137.27
SKU091,2025-12-07,120,133.42
SKU091,2025-12-14,118,146.32
SKU091,2025-12-21,147,149.83
SKU091,2025-12-28,138,151.38
SKU091,2026-01-04,56,124.28
SKU092,2025-10-19,105,152.31
SKU092,2025-10-26,143,135.56
SKU092,2025-11-02,140,138.67
SKU092,2025-11-09,126,143.95
SKU092,2025-11-16,158,132.72
SKU092,2025-11-23,157,147.2
SKU092,2025-11-30,169,136.73
SKU092,2025-12-07,140,124.87
SKU092,2025-12-14,138,141.96
SKU092,2025-12-21,113,141.91
SKU092,2025-12-28,125,141.79
SKU092,2026-01-04,79,145.66
SKU093,2025-10-19,137,149.19
SKU093,2025-10-26,158,129.17
SKU093,2025-11-02,135,147.69666666666666
SKU093,2025-11-09,172,138.03
SKU093,2025-11-16,99,140.52
SKU093,2025-11-23,157,136.92
SKU093,2025-11-30,127,137.23
SKU093,2025-12-07,160,145.08
SKU093,2025-12-14,156,138.33
SKU093,2025-12-21,135,128.68
SKU093,2025-12-28,133,140.81
SKU093,2026-01-04,28,139.09
SKU094,2025-10-19,140,134.78
SKU094,2025-10-26,146,129.07
SKU094,2025-11-02,168,142.71
SKU094,2025-11-09,122,142.04
SKU094,2025-11-16,114,140.77
SKU094,2025-11-23,159,153.82
SKU094,2025-11-30,121,132.6
SKU094,2025-12-07,151,132.94
SKU094,2025-12-14,125,141.64
SKU094,2025-12-21,137,136.55
SKU094,2025-12-28,148,142.1
SKU094,2026-01-04,64,125.24
SKU095,2025-10-19,153,153.06
SKU095,2025-10-26,149,127.38
SKU095,2025-11-02,114,138.35
SKU095,2025-11-09,130,148.02
SKU095,2025-11-16,177,143.53
SKU095,2025-11-23,159,147.53
SKU095,2025-11-30,154,145.048
SKU095,2025-12-07,151,144.12
SKU095,2025-12-14,149,144.81
SKU095,2025-12-21,146,142.19
SKU095,2025-12-28,100,138.49
SKU095,2026-01-04,85,148.17
SKU096,2025-10-19,167,142.31
SKU096,2025-10-26,133,135.05
SKU096,2025-11-02,127,143.94
SKU096,2025-11-09,148,157.87
SKU096,2025-11-16,172,137.28
SKU096,2025-11-23,127,143.69
SKU096,2025-11-30,154,140.59
SKU096,2025-12-07,127,147.06
SKU096,2025-12-14,149,134.54
SKU096,2025-12-21,140,142.86
SKU096,2025-12-28,181,135.95
SKU096,2026-01-04,47,141.58333333333334
SKU097,2025-10-19,153,135.47
SKU097,2025-10-26,162,127.44
SKU097,2025-11-02,163,142.36
SKU097,2025-11-09,137,127.96
SKU097,2025-11-16,150,146.88
SKU097,2025-11-23,145,142.42
SKU097,2025-11-30,157,139.0
SKU097,2025-12-07,114,145.08
SKU097,2025-12-14,88,145.88
SKU097,2025-12-21,191,144.84
SKU097,2025-12-28,151,132.44
SKU097,2026-01-04,67,135.93
SKU098,2025-10-19,182,141.54
SKU098,2025-10-26,138,142.84
SKU098,2025-11-02,131,138.62
SKU098,2025-11-09,140,142.13
SKU098,2025-11-16,149,135.86
SKU098,2025-11-23,119,134.54
SKU098,2025-11-30,149,138.3
SKU098,2025-12-07,133,154.44
SKU098,2025-12-14,201,159.64
SKU098,2025-12-21,80,124.06
SKU098,2025-12-28,113,133.06
SKU098,2026-01-04,35,151.65
SKU099,2025-10-19,137,135.63
SKU099,2025-10-26,162,138.36
SKU099,2025-11-02,126,135.51
SKU099,2025-11-09,102,132.55
SKU099,2025-11-16,140,148.95
SKU099,2025-11-23,151,144.77
SKU099,2025-11-30,127,137.15
SKU099,2025-12-07,162,137.2
SKU099,2025-12-14,114,137.8
SKU099,2025-12-21,136,141.89
SKU099,2025-12-28,130,136.44
SKU099,2026-01-04,48,148.02
SKU100,2025-10-19,150,140.18
SKU100,2025-10-26,152,144.53
SKU100,2025-11-02,173,137.41
SKU100,2025-11-09,166,133.85
SKU100,2025-11-16,164,137.63
SKU100,2025-11-23,172,139.37
SKU100,2025-11-30,136,121.52
SKU100,2025-12-07,135,138.02
SKU100,2025-12-14,156,152.44
SKU100,2025-12-21,144,126.94
SKU100,2025-12-28,151,142.03
SKU100,2026-01-04,48,134.64
SKU101,2025-10-19,150,143.06
SKU101,2025-10-26,171,149.86
SKU101,2025-11-02,100,140.43
SKU101,2025-11-09,129,144.83
SKU101,2025-11-16,120,147.09
SKU101,2025-11-23,131,132.13
SKU101,2025-11-30,124,136.42
SKU101,2025-12-07,125,143.23
SKU101,2025-12-14,178,126.57
SKU101,2025-12-21,124,140.18
SKU101,2025-12-28,157,136.54
SKU101,2026-01-04,58,136.25
SKU102,2025-10-19,125,138.5
SKU102,2025-10-26,129,143.71
SKU102,2025-11-02,121,133.75
SKU102,2025-11-09,130,136.6
SKU102,2025-11-16,169,142.47
SKU102,2025-11-23,153,149.11
SKU102,2025-11-30,93,146.56
SKU102,2025-12-07,180,134.44
SKU102,2025-12-14,168,137.63
SKU102,2025-12-21,130,134.58
SKU102,2025-12-28,110,137.6
SKU102,2026-01-04,74,140.48
SKU103,2025-10-19,138,142.46
SKU103,2025-10-26,137,148.49
SKU103,2025-11-02,87,141.49
SKU103,2025-11-09,176,135.22
SKU103,2025-11-16,122,151.99
SKU103,2025-11-23,133,143.43
SKU103,2025-11-30,132,144.72
SKU103,2025-12-07,105,133.5
SKU103,2025-12-14,136,147.35
SKU103,2025-12-21,172,149.05
SKU103,2025-12-28,163,134.2
SKU103,2026-01-04,60,141.67
SKU104,2025-10-19,161,148.29
SKU104,2025-10-26,115,136.21
SKU104,2025-11-02,141,130.4
SKU104,2025-11-09,122,150.47
SKU104,2025-11-16,115,133.51
SKU104,2025-11-23,128,139.87
SKU104,2025-11-30,108,146.32
SKU104,2025-12-07,136,132.74
SKU104,2025-12-14,130,147.76
SKU104,2025-12-21,179,137.16
SKU104,2025-12-28,114,126.74
SKU104,2026-01-04,42,150.48
SKU105,2025-10-19,115,140.46
SKU105,2025-10-26,192,131.39
SKU105,2025-11-02,115,143.97
SKU105,2025-11-09,161,139.09
SKU105,2025-11-16,95,146.82
SKU105,2025-11-23,119,149.51
SKU105,2025-11-30,150,141.43
SKU105,2025-12-07,141,147.23
SKU105,2025-12-14,137,142.51
SKU105,2025-12-21,160,127.95
SKU105,2025-12-28,97,141.67
SKU105,2026-01-04,46,149.02
SKU106,2025-10-19,133,133.99
SKU106,2025-10-26,151,138.37
SKU106,2025-11-02,110,151.13
SKU106,2025-11-09,115,140.52
SKU106,2025-11-16,133,147.16
SKU106,2025-11-23,131,134.66
SKU106,2025-11-30,123,162.01
SKU106,2025-12-07,136,135.73
SKU106,2025-12-14,122,151.96
SKU106,2025-12-21,145,137.25
SKU106,2025-12-28,123,134.77
SKU106,2026-01-04,86,142.65
SKU107,2025-10-19,149,147.18
SKU107,2025-10-26,143,133.83
SKU107,2025-11-02,115,145.1
SKU107,2025-11-09,128,145.47
SKU107,2025-11-16,114,131.25
SKU107,2025-11-23,169,140.71
SKU107,2025-11-30,145,137.08
SKU107,2025-12-07,153,140.83
SKU107,2025-12-14,123,143.25
SKU107,2025-12-21,149,136.27
SKU107,2025-12-28,120,135.59
SKU107,2026-01-04,51,138.21
SKU108,2025-10-19,154,148.83
SKU108,2025-10-26,120,145.1675
SKU108,2025-11-02,143,137.36
SKU108,2025-11-09,133,140.74
SKU108,2025-11-16,98,140.24
SKU108,2025-11-23,141,142.63
SKU108,2025-11-30,128,153.67
SKU108,2025-12-07,137,147.28
SKU108,2025-12-14,140,156.18
SKU108,2025-12-21,133,137.58
SKU108,2025-12-28,164,140.95
SKU108,2026-01-04,73,144.3
SKU109,2025-10-19,119,139.77
SKU109,2025-10-26,160,143.24
SKU109,2025-11-02,145,139.2
SKU109,2025-11-09,120,139.96
SKU109,2025-11-16,123,150.42
SKU109,2025-11-23,173,136.47
SKU109,2025-11-30,147,157.64
SKU109,2025-12-07,128,132.35
SKU109,2025-12-14,157,138.11
SKU109,2025-12-21,145,148.14
SKU109,2025-12-28,113,130.66
SKU109,2026-01-04,50,147.37
SKU110,2025-10-19,106,130.67
SKU110,2025-10-26,203,133.42
SKU110,2025-11-02,95,157.3
SKU110,2025-11-09,128,136.36
SKU110,2025-11-16,108,139.69
SKU110,2025-11-23,140,136.77
SKU110,2025-11-30,165,141.95
SKU110,2025-12-07,155,151.54
SKU110,2025-12-14,114,141.28
SKU110,2025-12-21,127,141.3
SKU110,2025-12-28,127,146.37
SKU110,2026-01-04,47,137.01
SKU111,2025-10-19,120,145.96
SKU111,2025-10-26,166,148.71
SKU111,2025-11-02,138,141.29
SKU111,2025-11-09,162,139.17
SKU111,2025-11-16,115,140.27
SKU111,2025-11-23,128,129.41
SKU111,2025-11-30,138,138.07
SKU111,2025-12-07,151,126.97
SKU111,2025-12-14,112,139.34
SKU111,2025-12-21,135,150.11
SKU111,2025-12-28,177,149.13
SKU111,2026-01-04,73,140.79
SKU112,2025-10-19,111,134.91
SKU112,2025-10-26,145,133.29
SKU112,2025-11-02,150,138.66
SKU112,2025-11-09,158,135.09
SKU112,2025-11-16,148,141.86
SKU112,2025-11-23,113,143.91
SKU112,2025-11-30,124,145.73
SKU112,2025-12-07,191,136.91
SKU112,2025-12-14,137,142.04
SKU112,2025-12-21,132,138.21
SKU112,2025-12-28,128,128.89
SKU112,2026-01-04,40,136.48
SKU113,2025-10-19,144,147.83
SKU113,2025-10-26,149,152.96
SKU113,2025-11-02,95,139.69
SKU113,2025-11-09,120,141.79
SKU113,2025-11-16,136,139.26
SKU113,2025-11-23,172,144.5
SKU113,2025-11-30,164,145.79
SKU113,2025-12-07,179,152.69
SKU113,2025-12-14,130,146.73
SKU113,2025-12-21,182,129.98
SKU113,2025-12-28,128,141.71
SKU113,2026-01-04,71,125.47
SKU114,2025-10-19,158,151.16899999999998
SKU114,2025-10-26,156,145.71
SKU114,2025-11-02,147,143.61
SKU114,2025-11-09,177,136.23
SKU114,2025-11-16,154,133.54
SKU114,2025-11-23,135,142.44
SKU114,2025-11-30,140,138.12
SKU114,2025-12-07,126,144.69
SKU114,2025-12-14,131,134.44
SKU114,2025-12-21,137,143.13
SKU114,2025-12-28,148,136.76
SKU114,2026-01-04,49,130.44
SKU115,2025-10-19,153,142.65
SKU115,2025-10-26,169,153.96
SKU115,2025-11-02,108,138.61
SKU115,2025-11-09,167,123.54
SKU115,2025-11-16,165,138.9
SKU115,2025-11-23,96,136.75
SKU115,2025-11-30,135,132.69
SKU115,2025-12-07,128,140.29
SKU115,2025-12-14,131,138.45
SKU115,2025-12-21,116,130.56
SKU115,2025-12-28,115,134.31
SKU115,2026-01-04,42,130.65666666666667
SKU116,2025-10-19,161,131.71
SKU116,2025-10-26,164,137.32
SKU116,2025-11-02,124,150.3
SKU116,2025-11-09,138,145.71
SKU116,2025-11-16,117,138.22
SKU116,2025-11-23,175,137.25
SKU116,2025-11-30,137,127.06
SKU116,2025-12-07,127,143.05
SKU116,2025-12-14,123,129.11
SKU116,2025-12-21,134,152.55333333333334
SKU116,2025-12-28,83,138.0
SKU116,2026-01-04,63,132.82
SKU117,2025-10-19,129,141.35
SKU117,2025-10-26,162,134.81
SKU117,2025-11-02,121,144.55
SKU117,2025-11-09,167,145.805
SKU117,2025-11-16,141,136.83
SKU117,2025-11-23,146,145.57
SKU117,2025-11-30,104,136.56
SKU117,2025-12-07,147,132.39
SKU117,2025-12-14,138,137.01
SKU117,2025-12-21,121,146.96
SKU117,2025-12-28,101,148.24
SKU117,2026-01-04,52,145.12
SKU118,2025-10-19,184,146.3
SKU118,2025-10-26,127,148.42
SKU118,2025-11-02,164,143.39
SKU118,2025-11-09,130,140.09
SKU118,2025-11-16,140,131.73
SKU118,2025-11-23,131,131.73
SKU118,2025-11-30,141,136.1
SKU118,2025-12-07,156,141.92
SKU118,2025-12-14,112,136.74
SKU118,2025-12-21,153,138.11
SKU118,2025-12-28,167,135.51
SKU118,2026-01-04,56,128.67
SKU119,2025-10-19,102,136.99
SKU119,2025-10-26,148,147.8
SKU119,2025-11-02,150,133.05
SKU119,2025-11-09,125,134.95
SKU119,2025-11-16,157,139.63
SKU119,2025-11-23,165,141.63
SKU119,2025-11-30,152,147.64
SKU119,2025-12-07,158,148.16
SKU119,2025-12-14,113,141.66
SKU119,2025-12-21,105,124.78
SKU119,2025-12-28,155,142.42
SKU119,2026-01-04,64,141.11
SKU120,2025-10-19,132,140.44
SKU120,2025-10-26,124,141.21
SKU120,2025-11-02,161,143.51
SKU120,2025-11-09,155,138.37
SKU120,2025-11-16,143,131.49
SKU120,2025-11-23,133,131.04
SKU120,2025-11-30,158,140.37
SKU120,2025-12-07,125,147.1
SKU120,2025-12-14,147,131.32
SKU120,2025-12-21,117,126.89
SKU120,2025-12-28,155,143.12
SKU120,2026-01-04,48,147.77
SKU121,2025-10-19,115,124.07
SKU121,2025-10-26,178,147.77
SKU121,2025-11-02,150,149.37
SKU121,2025-11-09,165,135.39
SKU121,2025-11-16,86,121.82
SKU121,2025-11-23,166,145.85
SKU121,2025-11-30,148,131.99
SKU121,2025-12-07,203,135.05
SKU121,2025-12-14,160,131.63
SKU121,2025-12-21,103,146.34
SKU121,2025-12-28,130,143.03
SKU121,2026-01-04,45,144.4
SKU122,2025-10-19,125,138.59
SKU122,2025-10-26,110,136.9
SKU122,2025-11-02,159,133.91
SKU122,2025-11-09,131,140.67
SKU122,2025-11-16,144,133.15
SKU122,2025-11-23,161,144.47
SKU122,2025-11-30,112,146.47
SKU122,2025-12-07,111,140.2
SKU122,2025-12-14,130,144.5
SKU122,2025-12-21,121,129.82
SKU122,2025-12-28,128,136.19
SKU122,2026-01-04,50,140.11
SKU123,2025-10-19,166,131.26
SKU123,2025-10-26,149,136.18
SKU123,2025-11-02,145,137.07
SKU123,2025-11-09,140,142.05
SKU123,2025-11-16,118,133.1
SKU123,2025-11-23,165,140.81
SKU123,2025-11-30,128,141.57
SKU123,2025-12-07,138,142.9
SKU123,2025-12-14,145,137.92
SKU123,2025-12-21,163,141.45
SKU123,2025-12-28,149,140.47
SKU123,2026-01-04,64,143.67
SKU124,2025-10-19,150,136.86
SKU124,2025-10-26,147,141.41
SKU124,2025-11-02,154,130.35
SKU124,2025-11-09,137,138.83
SKU124,2025-11-16,132,144.16
SKU124,2025-11-23,187,148.94
SKU124,2025-11-30,123,142.3
SKU124,2025-12-07,169,134.17
SKU124,2025-12-14,92,133.91
SKU124,2025-12-21,129,142.14
SKU124,2025-12-28,159,141.43
SKU124,2026-01-04,59,141.31
SKU125,2025-10-19,164,138.52
SKU125,2025-10-26,137,141.59
SKU125,2025-11-02,145,140.38
SKU125,2025-11-09,114,138.89
SKU125,2025-11-16,135,143.83
SKU125,2025-11-23,169,124.51
SKU125,2025-11-30,138,150.66
SKU125,2025-12-07,149,145.98
SKU125,2025-12-14,121,151.26
SKU125,2025-12-21,145,137.18
SKU125,2025-12-28,141,141.15
SKU125,2026-01-04,68,151.42
SKU126,2025-10-19,100,129.6
SKU126,2025-10-26,129,133.07
SKU126,2025-11-02,138,133.93
SKU126,2025-11-09,136,142.08
SKU126,2025-11-16,150,137.96
SKU126,2025-11-23,148,147.12
SKU126,2025-11-30,172,143.6
SKU126,2025-12-07,132,131.9
SKU126,2025-12-14,165,143.21
SKU126,2025-12-21,135,148.3
SKU126,2025-12-28,176,139.97
SKU126,2026-01-04,73,142.08
SKU127,2025-10-19,148,141.19
SKU127,2025-10-26,147,142.45
SKU127,2025-11-02,87,138.77
SKU127,2025-11-09,109,129.24
SKU127,2025-11-16,167,131.56
SKU127,2025-11-23,139,133.6
SKU127,2025-11-30,144,146.1
SKU127,2025-12-07,171,139.01
SKU127,2025-12-14,165,147.01
SKU127,2025-12-21,157,140.99
SKU127,2025-12-28,177,148.16
SKU127,2026-01-04,40,131.98
SKU128,2025-10-19,162,130.28
SKU128,2025-10-26,168,137.83
SKU128,2025-11-02,169,138.25
SKU128,2025-11-09,150,130.56
SKU128,2025-11-16,132,132.15
SKU128,2025-11-23,103,144.11
SKU128,2025-11-30,151,141.8
SKU128,2025-12-07,141,143.07
SKU128,2025-12-14,133,143.46
SKU128,2025-12-21,183,140.96
SKU128,2025-12-28,146,132.0
SKU128,2026-01-04,63,142.79
SKU129,2025-10-19,151,136.67
SKU129,2025-10-26,117,141.3
SKU129,2025-11-02,141,146.73
SKU129,2025-11-09,153,127.86
SKU129,2025-11-16,153,144.78
SKU129,2025-11-23,153,142.07
SKU129,2025-11-30,107,137.24
SKU129,2025-12-07,118,147.26
SKU129,2025-12-14,163,147.83
SKU129,2025-12-21,107,145.82
SKU129,2025-12-28,164,137.81
SKU129,2026-01-04,88,136.02
SKU130,2025-10-19,159,137.36
SKU130,2025-10-26,150,137.04
