date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,safety_stock,forecast_week_1,forecast_week_2,forecast_week_3,forecast_week_4,forecast_4_weeks,avg_weekly_forecast,lead_time_weeks,lead_time_demand,available_inventory,stockout_gap,stockout_risk,overstock_threshold,overstock_risk,cv,action,category,subcategory,unit_cost,list_price,stock_ratio,sales_at_risk
2025-12-31,SKU302,92,36,10,54,56,125.56,145.55,135.865,156.52,563.495,140.87375,1.4285714285714286,201.24821428571428,128,73.24821428571428,HIGH,845.2425000000001,LOW,0.2888256037916841,REORDER NOW,Dining,Dinner Set,7795,12472,0.1632667548070524,913551.7285714286
2025-12-31,SKU301,214,12,14,38,39,149.58,136.92,144.62,124.065,555.185,138.79625,2.0,277.5925,226,51.59249999999997,HIGH,832.7774999999999,LOW,0.2223267367600241,REORDER NOW,Dining,Glass Set,7920,12672,0.38545709988562377,653780.1599999997
2025-12-31,SKU300,236,22,7,78,36,148.37,145.36,140.74,149.335,583.8050000000001,145.95125000000002,1.0,145.95125000000002,258,-112.04874999999998,LOW,875.7075000000001,LOW,0.3384698141082862,WATCH/VOLATILE,Bedding,Bedsheet,1089,1742,0.40424456796361796,0.0
2025-12-31,SKU299,453,35,10,51,29,127.95,145.73,139.565,149.465,562.71,140.6775,1.4285714285714286,200.9678571428572,488,-287.03214285714284,LOW,844.065,LOW,0.2785363467593049,HEALTHY,Bedding,Mattress,7317,11707,0.8050327877592365,0.0
2025-12-31,SKU313,325,145,14,48,56,130.215,126.975,131.485,139.235,527.9100000000001,131.97750000000002,2.0,263.95500000000004,470,-206.045,LOW,791.8650000000001,LOW,0.3356401461629251,WATCH/VOLATILE,Dining,Bottle,2217,3547,0.6156352408554487,0.0
2025-12-31,SKU298,287,63,3,96,27,145.25,142.59,139.54,154.08,581.46,145.365,0.4285714285714285,62.29928571428572,350,-287.7007142857143,LOW,872.19,LOW,0.3565799031743382,WATCH/VOLATILE,Bedding,Pillow,5217,8347,0.49358511333539706,0.0
2025-12-31,SKU296,370,14,5,48,23,135.69,135.825,139.345,138.645,549.505,137.37625,0.7142857142857143,98.12589285714286,384,-285.8741071428572,LOW,824.2574999999999,LOW,0.2544202362646227,HEALTHY,Bedding,Mattress,5250,8400,0.6733332726726782,0.0
2025-12-31,SKU295,181,104,5,41,39,139.175,135.255,138.105,139.915,552.4499999999999,138.11249999999998,0.7142857142857143,98.65178571428572,285,-186.34821428571428,LOW,828.675,LOW,0.1971066102057888,HEALTHY,Bedding,Blanket,1190,1904,0.3276314598606209,0.0
2025-12-31,SKU294,103,127,5,111,20,156.075,138.15,137.825,148.545,580.595,145.14875,0.7142857142857143,103.67767857142856,230,-126.32232142857144,LOW,870.8925,LOW,0.3328216184221641,HEALTHY,Bedding,Comforter,3525,5640,0.177404214641876,0.0
2025-12-31,SKU293,438,7,3,41,46,148.715,137.89,136.265,144.795,567.665,141.91625,0.4285714285714285,60.82124999999999,445,-384.17875,LOW,851.4975,LOW,0.26811413250071,HEALTHY,Bedding,Pillow,7363,11780,0.771581830833326,0.0
2025-12-31,SKU292,142,126,10,66,57,136.63,136.455,128.965,141.335,543.3850000000001,135.84625000000003,1.4285714285714286,194.06607142857143,268,-73.93392857142854,LOW,815.0775000000001,LOW,0.2908338943536037,HEALTHY,Bedding,Bedsheet,6808,10892,0.2613248433431176,0.0
2025-12-31,SKU291,30,50,5,80,52,143.385,146.92,142.67,153.675,586.6499999999999,146.66249999999997,0.7142857142857143,104.75892857142856,80,24.758928571428555,HIGH,879.9749999999998,LOW,0.3235454878754055,REORDER NOW,Bedding,Blanket,2820,4512,0.05113781641523908,111712.28571428564
2025-12-31,SKU290,216,111,3,90,56,131.11,141.825,132.22,141.67,546.8249999999999,136.70624999999998,0.4285714285714285,58.58839285714285,327,-268.4116071428572,LOW,820.2375,LOW,0.2608204639976113,HEALTHY,Bedding,Mattress,6979,11166,0.3950075435468386,0.0
2025-12-31,SKU289,362,109,14,59,59,139.37,136.305,144.04,153.41,573.125,143.28125,2.0,286.5625,471,-184.4375,LOW,859.6875,LOW,0.2803813367510566,HEALTHY,Bedding,Blanket,2119,3390,0.6316248636859324,0.0
2025-12-31,SKU288,479,70,14,67,46,146.065,137.07,125.58,140.515,549.23,137.3075,2.0,274.615,549,-274.385,LOW,823.845,LOW,0.2449657727776749,HEALTHY,Bedding,Pillow,5714,9142,0.8721300730113067,0.0
2025-12-31,SKU287,350,91,14,34,24,141.105,140.85,144.035,135.005,560.995,140.24875,2.0,280.4975,441,-160.5025,LOW,841.4925000000001,LOW,0.2630146033296971,HEALTHY,Bedding,Blanket,4734,7574,0.6238914785336768,0.0
2025-12-31,SKU286,219,134,7,39,25,141.09,137.485,139.7,148.405,566.6800000000001,141.67000000000002,1.0,141.67000000000002,353,-211.33,LOW,850.0200000000001,LOW,0.3189243139194851,HEALTHY,Bedding,Bedsheet,5524,8838,0.38646149502364646,0.0
2025-12-31,SKU285,24,93,7,104,11,148.905,127.855,130.97,142.125,549.855,137.46375,1.0,137.46375,117,20.463750000000005,HIGH,824.7825,LOW,0.2486170970788304,REORDER NOW,Bedding,Pillow,1692,2707,0.043647870802302424,55395.37125000001
2025-12-31,SKU284,218,33,10,88,41,141.89,138.09,143.21,139.91,563.1,140.775,1.4285714285714286,201.1071428571429,251,-49.89285714285714,LOW,844.6500000000001,LOW,0.2571422063964342,HEALTHY,Bedding,Bedsheet,1792,2867,0.38714260344521395,0.0
2025-12-31,SKU297,385,9,14,63,36,150.265,138.98,138.845,149.785,577.875,144.46875,2.0,288.9375,394,-105.0625,LOW,866.8125,LOW,0.3334692631693607,HEALTHY,Bedding,Mattress,5983,9572,0.6662340471555267,0.0
2025-12-31,SKU374,199,19,7,92,57,144.755,135.84,132.23,138.47,551.2950000000001,137.82375000000002,1.0,137.82375000000002,218,-80.17624999999998,LOW,826.9425000000001,LOW,0.3884476407116832,WATCH/VOLATILE,Bathroom,Mirror,4252,6803,0.3609682656291096,0.0
2025-12-31,SKU498,405,149,10,36,56,142.885,143.81,141.32,141.595,569.61,142.4025,1.4285714285714286,203.43214285714288,554,-350.5678571428571,LOW,854.415,LOW,0.1663264178446799,HEALTHY,Electronics,Fan,654,1046,0.7110127982303681,0.0
2025-12-31,SKU376,195,102,3,54,51,138.93,128.55,131.965,144.64,544.085,136.02125,0.4285714285714285,58.29482142857143,297,-238.70517857142855,LOW,816.1275,LOW,0.2568437750987431,HEALTHY,Bathroom,Towel,4904,7846,0.35839988237132064,0.0
2025-12-31,SKU466,424,101,5,40,32,155.105,136.73,143.94,136.11,571.885,142.97125,0.7142857142857143,102.12232142857142,525,-422.8776785714286,LOW,857.8275,LOW,0.2766839676862827,HEALTHY,Electronics,Fan,3225,5160,0.7414078005193352,0.0
2025-12-31,SKU465,195,65,3,63,38,130.1,135.93,136.79,151.71,554.53,138.6325,0.4285714285714285,59.41392857142856,260,-200.58607142857144,LOW,831.795,LOW,0.2842134838668843,HEALTHY,Electronics,Camera,5212,8339,0.3516491443204155,0.0
2025-12-31,SKU464,393,21,14,108,47,136.87,129.91,132.31,142.25,541.3399999999999,135.33499999999998,2.0,270.67,414,-143.33000000000004,LOW,812.0099999999999,LOW,0.1987961454684222,HEALTHY,Electronics,Speaker,5104,8166,0.7259762810802823,0.0
2025-12-31,SKU463,87,102,10,56,53,144.93,134.935,140.265,151.12,571.25,142.8125,1.4285714285714286,204.01785714285717,189,15.01785714285714,HIGH,856.875,LOW,0.2413728052990396,REORDER NOW,Electronics,Fan,4472,7155,0.15229759299781181,107452.76785714284
2025-12-31,SKU462,378,125,7,48,49,148.62,135.88,136.805,151.52,572.825,143.20625,1.0,143.20625,503,-359.79375,LOW,859.2375000000001,LOW,0.2735787518072414,HEALTHY,Electronics,Speaker,3300,5280,0.6598874001658447,0.0
2025-12-31,SKU461,420,96,14,93,11,115.29,138.07,135.555,133.125,522.04,130.51,2.0,261.02,516,-254.98,LOW,783.06,LOW,0.2039687826184866,HEALTHY,Electronics,Smart Plug,475,760,0.8045360508773275,0.0
2025-12-31,SKU460,173,150,14,90,53,144.495,143.805,138.195,148.055,574.55,143.6375,2.0,287.275,323,-35.72500000000002,LOW,861.8249999999999,LOW,0.3005291235922157,HEALTHY,Electronics,Vacuum,3861,6177,0.3011052127752154,0.0
2025-12-31,SKU459,449,0,10,67,48,135.24,145.05,129.305,154.87,564.465,141.11625,1.4285714285714286,201.59464285714287,449,-247.40535714285716,LOW,846.6975,LOW,0.3608270273278658,WATCH/VOLATILE,Electronics,Speaker,3213,5140,0.795443473023128,0.0
2025-12-31,SKU458,164,4,3,101,24,143.51,135.92,125.13,141.17,545.7299999999999,136.43249999999998,0.4285714285714285,58.47107142857141,168,-109.5289285714286,LOW,818.5949999999998,LOW,0.2608341556619263,HEALTHY,Electronics,Vacuum,7341,11745,0.30051490663881414,0.0
2025-12-31,SKU457,487,131,14,43,11,130.93,131.86,140.07,147.445,550.3050000000001,137.57625000000002,2.0,275.15250000000003,618,-342.8475,LOW,825.4575000000001,LOW,0.2949032553722568,HEALTHY,Electronics,Smart Plug,903,1444,0.8849637928058076,0.0
2025-12-31,SKU456,109,59,10,64,13,122.92,148.505,144.79,139.875,556.09,139.0225,1.4285714285714286,198.60357142857143,168,30.603571428571456,HIGH,834.135,LOW,0.1995992437706446,REORDER NOW,Electronics,Fan,5718,9148,0.19601143699760828,279961.4714285717
2025-12-31,SKU455,86,77,14,77,42,144.545,137.53,147.075,125.91,555.06,138.765,2.0,277.53,163,114.52999999999996,HIGH,832.5899999999999,LOW,0.2329374736210614,REORDER NOW,Electronics,Fan,4202,6723,0.15493820487875187,769985.1899999997
2025-12-31,SKU454,328,71,10,83,45,132.34,140.445,131.85,146.13,550.765,137.69125,1.4285714285714286,196.7017857142857,399,-202.2982142857143,LOW,826.1475,LOW,0.2205263354113391,HEALTHY,Electronics,Camera,2029,3246,0.5955353008996578,0.0
2025-12-31,SKU453,400,36,3,81,32,138.425,139.005,134.015,156.13,567.575,141.89375,0.4285714285714285,60.81160714285714,436,-375.1883928571429,LOW,851.3625000000001,LOW,0.2752010887530085,HEALTHY,Electronics,Camera,660,1056,0.7047526758578161,0.0
2025-12-31,SKU452,270,123,14,50,59,144.515,139.775,143.08,162.89,590.26,147.565,2.0,295.13,393,-97.87,LOW,885.39,LOW,0.3863721164616848,WATCH/VOLATILE,Electronics,Fan,4498,7196,0.4574255412868905,0.0
2025-12-31,SKU451,229,118,7,103,35,142.895,150.42,138.315,137.285,568.915,142.22875,1.0,142.22875,347,-204.77125,LOW,853.3725,LOW,0.165824269224224,HEALTHY,Electronics,Fan,1924,3078,0.40252058743397523,0.0
2025-12-31,SKU450,382,77,14,56,17,139.69,147.605,141.045,136.59,564.93,141.2325,2.0,282.465,459,-176.53500000000005,LOW,847.395,LOW,0.2158307693131741,HEALTHY,Garden,Water Can,5767,9227,0.6761899704388155,0.0
2025-12-31,SKU449,317,30,14,56,26,134.085,122.24,137.885,135.89,530.0999999999999,132.52499999999998,2.0,265.04999999999995,347,-81.95000000000005,LOW,795.1499999999999,LOW,0.3311772334244119,HEALTHY,Garden,Pot,4586,7337,0.5980003772873044,0.0
2025-12-31,SKU448,211,47,7,102,10,133.46,139.58,128.43,151.315,552.7850000000001,138.19625000000002,1.0,138.19625000000002,258,-119.80374999999998,LOW,829.1775000000001,LOW,0.2527819101590939,HEALTHY,Garden,Water Can,767,1227,0.3817035556319364,0.0
2025-12-31,SKU447,135,90,10,33,15,143.24,139.71,137.265,149.095,569.3100000000001,142.3275,1.4285714285714286,203.325,225,-21.674999999999983,LOW,853.9650000000001,LOW,0.2982437284319062,HEALTHY,Garden,Planter,316,505,0.23712915634715706,0.0
2025-12-31,SKU446,273,41,14,77,13,139.775,131.82,150.15,133.47,555.215,138.80375,2.0,277.6075,314,-36.392499999999984,LOW,832.8225,LOW,0.1646443081637016,HEALTHY,Garden,Water Can,6295,10072,0.4917014129661482,0.0
2025-12-31,SKU445,158,36,10,36,44,142.995,145.17,155.37,135.345,578.88,144.72,1.4285714285714286,206.74285714285716,194,12.742857142857131,HIGH,868.3199999999999,LOW,0.2469434384506798,REORDER NOW,Garden,Water Can,3850,6160,0.27294085129906026,78495.99999999993
2025-12-31,SKU444,480,150,10,42,59,140.315,137.23,144.795,144.825,567.165,141.79125,1.4285714285714286,202.55892857142857,630,-427.4410714285714,LOW,850.7475,LOW,0.2539383563504002,HEALTHY,Garden,Garden Tool,3450,5520,0.8463145645447092,0.0
2025-12-31,SKU443,34,109,3,59,51,137.435,140.12,119.005,139.625,536.185,134.04625,0.4285714285714285,57.44839285714285,143,-85.55160714285715,LOW,804.2774999999999,LOW,0.3091054471460461,HEALTHY,Garden,Pot,4716,7545,0.06341094957896995,0.0
2025-12-31,SKU442,92,119,3,63,31,135.71,135.28,141.365,141.92,554.275,138.56875,0.4285714285714285,59.38660714285714,211,-151.61339285714286,LOW,831.4124999999999,LOW,0.2639038903939793,HEALTHY,Garden,Pot,4663,7460,0.16598258986964956,0.0
2025-12-31,SKU441,12,47,3,90,44,139.965,141.08,152.195,137.72,570.96,142.74,0.4285714285714285,61.17428571428572,59,2.174285714285716,HIGH,856.44,LOW,0.2511260390542403,REORDER NOW,Garden,Pot,5290,8464,0.02101723413198823,18403.154285714303
2025-12-31,SKU440,59,79,10,84,50,138.91,130.99,132.24,134.965,537.105,134.27625,1.4285714285714286,191.8232142857143,138,53.8232142857143,HIGH,805.6575,LOW,0.3538463110732111,REORDER NOW,Garden,Planter,2718,4348,0.10984816749052792,234023.3357142858
2025-12-31,SKU467,446,67,7,55,59,134.98,141.73,130.22,142.225,549.155,137.28875,1.0,137.28875,513,-375.71125,LOW,823.7325,LOW,0.2433990776972321,HEALTHY,Electronics,Camera,5502,8803,0.81215685917455,0.0
2025-12-31,SKU468,20,149,14,114,42,140.38,137.285,140.48,148.44,566.585,141.64625,2.0,283.2925,169,114.29250000000002,HIGH,849.8775,LOW,0.2595741051637101,REORDER NOW,Electronics,Fan,6880,11008,0.035299204885409954,1258131.8400000003
2025-12-31,SKU469,89,79,7,111,19,150.98,134.72,134.73,147.68,568.1099999999999,142.02749999999995,1.0,142.02749999999995,168,-25.972500000000025,LOW,852.1649999999998,LOW,0.3274770886716809,HEALTHY,Electronics,Speaker,722,1155,0.15665980179894742,0.0
2025-12-31,SKU470,208,70,14,108,28,127.915,136.495,131.33,140.49,536.23,134.0575,2.0,268.115,278,-9.884999999999993,LOW,804.345,LOW,0.2952468209961881,HEALTHY,Electronics,Speaker,6068,9708,0.3878932547600843,0.0
2025-12-31,SKU251,310,20,3,48,32,146.785,131.4,126.155,142.405,546.745,136.68625,0.4285714285714285,58.57982142857143,330,-271.4201785714285,LOW,820.1175000000001,LOW,0.2301852017418132,HEALTHY,Bedding,Mattress,5057,8091,0.5669919249375852,0.0
2025-12-31,SKU497,426,109,3,52,27,135.565,145.815,146.735,140.81,568.925,142.23125,0.4285714285714285,60.95624999999999,535,-474.04375,LOW,853.3874999999999,LOW,0.2089274326477772,HEALTHY,Electronics,Camera,3464,5542,0.7487805949817639,0.0
2025-12-31,SKU496,186,87,10,55,26,142.85,132.015,125.67,145.475,546.01,136.5025,1.4285714285714286,195.00357142857143,273,-77.99642857142857,LOW,819.015,LOW,0.2557632348073445,HEALTHY,Electronics,Smart Plug,6243,9988,0.34065310159154594,0.0
2025-12-31,SKU495,81,79,14,31,18,143.495,129.03,141.405,156.87,570.8,142.7,2.0,285.4,160,125.39999999999998,HIGH,856.1999999999999,LOW,0.3146703614225241,REORDER NOW,Electronics,Speaker,7097,11355,0.14190609670637702,1423916.9999999998
2025-12-31,SKU494,239,5,10,92,10,148.31,135.42,139.15,142.085,564.965,141.24125,1.4285714285714286,201.7732142857143,244,-42.22678571428571,LOW,847.4475,LOW,0.2642579352454831,HEALTHY,Electronics,Camera,1831,2929,0.42303505526891044,0.0
2025-12-31,SKU493,229,102,3,99,29,146.145,141.505,145.955,139.715,573.32,143.33,0.4285714285714285,61.42714285714286,331,-269.5728571428571,LOW,859.98,LOW,0.323553660275503,HEALTHY,Electronics,Camera,1515,2424,0.3994278936719458,0.0
2025-12-31,SKU492,398,120,7,74,21,153.4,139.96,137.26,154.75,585.37,146.3425,1.0,146.3425,518,-371.6575,LOW,878.0550000000001,LOW,0.3327111863221572,HEALTHY,Electronics,Speaker,3128,5004,0.6799118506243914,0.0
2025-12-31,SKU491,386,105,7,107,12,146.23,128.655,138.03,137.98,550.895,137.72375,1.0,137.72375,491,-353.27625,LOW,826.3425,LOW,0.2375561431989821,HEALTHY,Electronics,Smart Plug,6233,9972,0.7006779876382977,0.0
2025-12-31,SKU490,88,30,7,82,52,151.11,130.78,120.985,138.205,541.08,135.27,1.0,135.27,118,17.27000000000001,HIGH,811.6200000000001,LOW,0.2406905913998577,REORDER NOW,Electronics,Smart Plug,7747,12395,0.16263768758778738,214061.65000000014
2025-12-31,SKU489,42,48,5,61,60,124.79,132.635,126.99,136.19,520.605,130.15125,0.7142857142857143,92.96517857142858,90,2.9651785714285808,HIGH,780.9075,LOW,0.2605972494170077,REORDER NOW,Electronics,Vacuum,1451,2321,0.08067536808136687,6882.179464285736
2025-12-31,SKU488,483,25,7,74,20,136.56,133.655,127.05,139.655,536.9200000000001,134.23000000000002,1.0,134.23000000000002,508,-373.77,LOW,805.3800000000001,LOW,0.3002376071628363,HEALTHY,Electronics,Smart Plug,4569,7310,0.8995753557326975,0.0
2025-12-31,SKU487,398,11,3,84,56,141.98,140.26,141.45,132.975,556.665,139.16625,0.4285714285714285,59.64267857142856,409,-349.3573214285714,LOW,834.9975,LOW,0.2188289248747039,HEALTHY,Electronics,Fan,2052,3283,0.7149722005155704,0.0
2025-12-31,SKU486,267,78,7,73,20,154.645,149.93,138.595,140.22,583.3900000000001,145.84750000000005,1.0,145.84750000000005,345,-199.1525,LOW,875.0850000000002,LOW,0.240329803538778,HEALTHY,Electronics,Fan,5337,8539,0.457669826359725,0.0
2025-12-31,SKU439,237,18,14,99,13,142.87,145.64,127.245,135.0,550.755,137.68875,2.0,275.3775,255,20.3775,HIGH,826.1324999999999,LOW,0.3345485642410364,REORDER NOW,Garden,Hose,4648,7436,0.43031838113135606,151527.09
2025-12-31,SKU485,114,93,14,70,32,126.35,137.67,134.025,130.225,528.27,132.0675,2.0,264.135,207,57.13499999999999,HIGH,792.405,LOW,0.2065974954029392,REORDER NOW,Electronics,Speaker,6941,11105,0.21579873928104948,634484.1749999999
2025-12-31,SKU483,34,7,5,59,39,133.57,133.155,124.47,140.515,531.71,132.9275,0.7142857142857143,94.9482142857143,41,53.9482142857143,HIGH,797.565,LOW,0.2753165246915262,REORDER NOW,Electronics,Speaker,303,484,0.06394463147204303,26110.935714285722
2025-12-31,SKU482,78,104,7,45,21,134.74,132.69,126.02,142.075,535.525,133.88125,1.0,133.88125,182,-48.118750000000006,LOW,803.2874999999999,LOW,0.2797443863177217,HEALTHY,Electronics,Speaker,3109,4974,0.1456514635171094,0.0
2025-12-31,SKU481,117,13,10,47,27,136.51,127.68,138.89,149.15,552.23,138.0575,1.4285714285714286,197.225,130,67.22500000000002,HIGH,828.345,LOW,0.2446924712023168,REORDER NOW,Electronics,Camera,4866,7785,0.21186824330442025,523346.6250000002
2025-12-31,SKU480,110,133,14,81,28,132.615,143.54,145.67,142.18,564.0049999999999,141.00124999999997,2.0,282.00249999999994,243,39.00249999999994,HIGH,846.0074999999998,LOW,0.3642670293169773,REORDER NOW,Electronics,Fan,7404,11846,0.19503373197046128,462023.6149999993
2025-12-31,SKU479,165,44,10,107,32,148.815,148.82,143.865,139.395,580.895,145.22375,1.4285714285714286,207.4625,209,-1.5374999999999943,LOW,871.3425,LOW,0.2572216737929291,HEALTHY,Electronics,Smart Plug,7559,12094,0.2840444486525104,0.0
2025-12-31,SKU478,125,145,3,99,51,140.395,138.225,132.58,137.855,549.0550000000001,137.26375000000002,0.4285714285714285,58.82732142857143,270,-211.17267857142855,LOW,823.5825000000001,LOW,0.3277157333361221,HEALTHY,Electronics,Speaker,1953,3124,0.22766389523818195,0.0
2025-12-31,SKU477,177,63,14,105,17,134.225,142.96,138.035,146.855,562.075,140.51875,2.0,281.0375,240,41.03750000000002,HIGH,843.1125000000001,LOW,0.2755815178691622,REORDER NOW,Electronics,Speaker,1031,1649,0.31490459458257347,67670.83750000004
2025-12-31,SKU476,493,35,3,44,59,137.83,134.61,126.66,148.85,547.95,136.9875,0.4285714285714285,58.70892857142857,528,-469.2910714285714,LOW,821.9250000000001,LOW,0.2532226122105431,HEALTHY,Electronics,Speaker,1968,3148,0.8997171274751345,0.0
2025-12-31,SKU475,324,68,14,77,47,140.52,134.21,139.82,164.115,578.665,144.66625,2.0,289.3325,392,-102.66750000000002,LOW,867.9975,LOW,0.3028479410736009,HEALTHY,Electronics,Vacuum,3672,5875,0.5599094467437983,0.0
2025-12-31,SKU474,71,119,5,84,37,149.485,135.935,135.755,154.055,575.23,143.8075,0.7142857142857143,102.71964285714286,190,-87.28035714285714,LOW,862.845,LOW,0.2846694321651959,HEALTHY,Electronics,Speaker,6241,9985,0.12342888931383968,0.0
2025-12-31,SKU473,202,112,7,110,56,140.91,142.815,126.76,137.785,548.27,137.0675,1.0,137.0675,314,-176.9325,LOW,822.405,LOW,0.3739376785678951,WATCH/VOLATILE,Electronics,Fan,5619,8990,0.3684316121618911,0.0
2025-12-31,SKU472,215,57,3,103,49,148.25,130.885,138.765,159.17,577.0699999999999,144.26749999999998,0.4285714285714285,61.82892857142856,272,-210.17107142857145,LOW,865.6049999999999,LOW,0.2752600796757163,HEALTHY,Electronics,Camera,4743,7588,0.37257178505207345,0.0
2025-12-31,SKU471,16,14,7,67,44,147.42,141.08,142.07,149.745,580.315,145.07875,1.0,145.07875,30,115.07875,HIGH,870.4725000000001,LOW,0.3119562716784737,REORDER NOW,Electronics,Smart Plug,1379,2206,0.027571232864909572,253863.7225
2025-12-31,SKU484,235,128,14,115,51,128.035,147.655,137.78,140.505,553.975,138.49375,2.0,276.9875,363,-86.01249999999999,LOW,830.9625000000001,LOW,0.3426738750841314,WATCH/VOLATILE,Electronics,Speaker,1012,1619,0.42420686854099915,0.0
2025-12-31,SKU375,204,78,14,33,58,130.485,140.845,134.135,144.77,550.235,137.55875,2.0,275.1175,282,-6.882499999999993,LOW,825.3525,LOW,0.286674580827047,HEALTHY,Bathroom,Soap Dispenser,1100,1760,0.3707506792552273,0.0
2025-12-31,SKU438,440,32,3,107,52,151.43,128.47,145.44,146.215,571.555,142.88875,0.4285714285714285,61.23803571428571,472,-410.7619642857143,LOW,857.3325,LOW,0.2969982624369882,HEALTHY,Garden,Water Can,6487,10379,0.7698296751843655,0.0
2025-12-31,SKU436,255,79,14,73,53,140.35,135.055,130.71,156.755,562.87,140.7175,2.0,281.435,334,-52.565,LOW,844.3050000000001,LOW,0.2675141135508959,HEALTHY,Garden,Water Can,7245,11592,0.453035336756267,0.0
2025-12-31,SKU403,364,63,14,108,25,132.525,127.635,142.125,147.705,549.99,137.4975,2.0,274.995,427,-152.005,LOW,824.985,LOW,0.2727479532529362,HEALTHY,Garden,Water Can,6665,10664,0.6618302150948199,0.0
2025-12-31,SKU402,218,133,3,116,36,142.11,137.19,143.48,144.38,567.16,141.79,0.4285714285714285,60.76714285714285,351,-290.23285714285714,LOW,850.74,LOW,0.3118088005646728,HEALTHY,Garden,Water Can,2996,4793,0.38437125326186616,0.0
2025-12-31,SKU401,415,3,7,38,34,140.04,144.375,138.19,146.965,569.5699999999999,142.39249999999998,1.0,142.39249999999998,418,-275.6075,LOW,854.3549999999999,LOW,0.2540231004405687,HEALTHY,Garden,Hose,2895,4632,0.7286198360166443,0.0
2025-12-31,SKU400,115,12,3,55,31,142.975,140.365,144.14,142.275,569.755,142.43875,0.4285714285714285,61.045178571428565,127,-65.95482142857144,LOW,854.6324999999999,LOW,0.2794973231970375,HEALTHY,Bathroom,Mirror,874,1398,0.20184114224535107,0.0
2025-12-31,SKU399,74,49,3,49,39,137.065,132.665,140.57,148.675,558.975,139.74375,0.4285714285714285,59.89017857142857,123,-63.10982142857143,LOW,838.4625000000001,LOW,0.2270547915378061,HEALTHY,Bathroom,Shower Curtain,1393,2228,0.13238516928306274,0.0
2025-12-31,SKU398,56,82,10,77,13,134.61,128.085,131.735,134.245,528.6750000000001,132.16875000000002,1.4285714285714286,188.81250000000003,138,50.81250000000003,HIGH,793.0125,LOW,0.3235903733191892,REORDER NOW,Bathroom,Soap Dispenser,375,600,0.10592519033432637,30487.50000000002
2025-12-31,SKU397,227,58,14,47,46,137.495,142.15,151.165,132.895,563.7049999999999,140.92624999999998,2.0,281.8525,285,-3.1475000000000364,LOW,845.5574999999999,LOW,0.2036661021805634,HEALTHY,Bathroom,Soap Dispenser,6734,10774,0.4026928978809839,0.0
2025-12-31,SKU396,406,69,5,55,21,143.74,142.31,148.16,136.97,571.1800000000001,142.79500000000002,0.7142857142857143,101.99642857142858,475,-373.0035714285714,LOW,856.7700000000001,LOW,0.2421206696932281,HEALTHY,Bathroom,Towel,7295,11672,0.7108092020028711,0.0
2025-12-31,SKU395,391,32,14,33,36,150.685,139.885,126.15,145.61,562.33,140.5825,2.0,281.165,423,-141.83499999999998,LOW,843.4950000000001,LOW,0.3246244919914188,HEALTHY,Bathroom,Mirror,7801,12481,0.6953212526452438,0.0
2025-12-31,SKU394,239,80,5,64,11,132.89,136.77,141.82,146.19,557.67,139.4175,0.7142857142857143,99.58392857142856,319,-219.41607142857143,LOW,836.5049999999999,LOW,0.2310057193571575,HEALTHY,Bathroom,Mirror,6024,9638,0.42856886689260676,0.0
2025-12-31,SKU393,378,24,5,49,19,143.39,144.225,128.94,146.08,562.635,140.65875,0.7142857142857143,100.47053571428572,402,-301.5294642857143,LOW,843.9525,LOW,0.2179102789524152,HEALTHY,Bathroom,Mirror,1949,3118,0.6718387586979125,0.0
2025-12-31,SKU392,11,125,5,113,59,142.695,145.385,141.925,142.755,572.76,143.19,0.7142857142857143,102.27857142857142,136,-33.721428571428575,LOW,859.14,LOW,0.1949100889810738,HEALTHY,Bathroom,Soap Dispenser,2523,4036,0.019205251763391298,0.0
2025-12-31,SKU391,48,125,7,50,11,136.625,138.62,148.195,150.725,574.165,143.54125,1.0,143.54125,173,-29.45875000000001,LOW,861.2475,LOW,0.2979478048527615,HEALTHY,Bathroom,Towel,3769,6030,0.08359966211803228,0.0
2025-12-31,SKU390,215,131,3,100,41,150.92,133.465,141.59,141.27,567.245,141.81125,0.4285714285714285,60.77625,346,-285.22375,LOW,850.8675000000001,LOW,0.3007798028059732,HEALTHY,Bathroom,Towel,1916,3065,0.3790249363149962,0.0
2025-12-31,SKU389,60,38,5,32,44,149.605,141.215,133.29,143.8,567.9100000000001,141.97750000000002,0.7142857142857143,101.41250000000002,98,3.4125000000000227,HIGH,851.8650000000001,LOW,0.2915150011440943,REORDER NOW,Bathroom,Towel,3101,4961,0.10565054321987638,16929.41250000011
2025-12-31,SKU388,313,53,10,77,42,131.415,128.595,129.03,146.325,535.365,133.84125,1.4285714285714286,191.20178571428573,366,-174.79821428571427,LOW,803.0475,LOW,0.2352769745381395,HEALTHY,Bathroom,Soap Dispenser,6103,9764,0.584647857069476,0.0
2025-12-31,SKU387,158,15,5,115,44,140.025,136.52,126.33,143.625,546.5,136.625,0.7142857142857143,97.58928571428572,173,-75.41071428571428,LOW,819.75,LOW,0.2722964361369593,HEALTHY,Bathroom,Towel,7408,11852,0.2891125343092406,0.0
2025-12-31,SKU386,342,76,10,43,60,144.08,129.82,136.925,156.25,567.075,141.76875,1.4285714285714286,202.5267857142857,418,-215.47321428571428,LOW,850.6125000000001,LOW,0.2846627684582906,HEALTHY,Bathroom,Bath Mat,2827,4523,0.6030948287263589,0.0
